,Sample Result (ppb),Address,Analyze Date,geometry,x,y
232,1.0,4800 HATFIELD ST,10/29/2019,POINT (-79.958887948287 40.4768859029443),-79.958887948287,40.4768859029443
233,2.61,5200 CARNEGIE ST,10/29/2019,POINT (-79.953465442805 40.4798639809711),-79.953465442805,40.4798639809711
234,1.0,5400 BUTLER ST,10/29/2019,POINT (-79.95094933993209 40.4828145191074),-79.9509493399321,40.4828145191074
235,3.42,5400 WILKINS AVE,10/29/2019,POINT (-79.933455036767 40.4463323674663),-79.933455036767,40.4463323674663
236,21.2,5500 AYLESBORO AVE,10/29/2019,POINT (-79.9305107547864 40.4386606350748),-79.9305107547864,40.4386606350748
237,1.0,5700 ELLSWORTH AVE,10/29/2019,POINT (-79.932117899655 40.4546719958326),-79.932117899655,40.4546719958326
238,1.0,6300 MONITOR ST,10/29/2019,POINT (-79.9237366729953 40.4251321384838),-79.9237366729953,40.4251321384838
239,6.93,6500 BARTLETT ST,10/29/2019,POINT (-79.91619992184791 40.4354233713205),-79.9161999218479,40.4354233713205
240,1.0,7400 PENFIELD CT,10/29/2019,POINT (-79.8976763146792 40.4487018945302),-79.8976763146792,40.4487018945302
241,1.0,0 MARNE WAY,10/21/2019,POINT (-80.0119207662226 40.423855557201),-80.0119207662226,40.423855557201
242,0.0,100 RICHBARN RD,10/21/2019,POINT (-80.03670108531669 40.4869012182457),-80.0367010853167,40.4869012182457
243,1.0,200 CARNEGIE PL,10/21/2019,POINT (-79.89867300902669 40.4470553819093),-79.8986730090267,40.4470553819093
244,20.0,300 JOHNSTON AVE,10/21/2019,POINT (-79.9395029838105 40.4065857641484),-79.9395029838105,40.4065857641484
245,2.0,500 MELLON ST,10/21/2019,POINT (-79.92680185647799 40.4676778672747),-79.926801856478,40.4676778672747
246,0.0,700 OLIVANT PL,10/21/2019,POINT (-79.9029262698874 40.4720657315559),-79.9029262698874,40.4720657315559
247,17.0,1000 MANHATTAN ST,10/21/2019,POINT (-80.02558586597419 40.4513716858994),-80.0255858659742,40.4513716858994
248,0.0,1200 STRAKA ST,10/21/2019,POINT (-80.0564874307092 40.4502849065333),-80.0564874307092,40.4502849065333
249,2.0,1400 MORNINGSIDE AVE,10/21/2019,POINT (-79.9299278324286 40.4812991723516),-79.9299278324286,40.4812991723516
250,2.0,1900 WESTMONT AVE,10/21/2019,POINT (-79.9885347871674 40.3956510794062),-79.9885347871674,40.3956510794062
251,1.55,2300 ELDRIDGE ST,10/21/2019,POINT (-79.9225980870583 40.4315604077763),-79.9225980870583,40.4315604077763
252,1.0,2900 SHADY AVE,10/21/2019,POINT (-79.92321765618701 40.4261636272707),-79.923217656187,40.4261636272707
253,1.0,3000 MARSHALL RD,10/21/2019,POINT (-80.0149475062279 40.4760594262887),-80.0149475062279,40.4760594262887
254,1.0,3300 CARGILL ST ,10/21/2019,POINT (-79.9634775813515 40.4576203157811),-79.9634775813515,40.4576203157811
255,1.0,3800 HARPEN RD,10/21/2019,POINT (-80.0051966359581 40.4920052882771),-80.0051966359581,40.4920052882771
256,40.4,4300 LUDWICK ST,10/21/2019,POINT (-79.92525557921959 40.4209131276165),-79.9252555792196,40.4209131276165
257,1.0,4400 MOREFIELD ST,10/21/2019,POINT (-80.01462888107331 40.497265759077),-80.0146288810733,40.497265759077
258,1.0,4600 TORLEY ST,10/21/2019,POINT (-79.9497401136092 40.4647216261161),-79.9497401136092,40.4647216261161
259,1.0,5100 ROSECREST DR,10/21/2019,POINT (-79.93521184087589 40.4761990242425),-79.9352118408759,40.4761990242425
260,1.0,5200 BEELER ST,10/21/2019,POINT (-79.9365756624214 40.4451530666384),-79.9365756624214,40.4451530666384
261,1.0,5400 POCUSSET ST,10/21/2019,POINT (-79.9328627690907 40.4305401698773),-79.9328627690907,40.4305401698773
262,1.0,5700 WOODMONT ST,10/21/2019,POINT (-79.9254056811539 40.441851402486),-79.9254056811539,40.441851402486
263,1.0,0 PIUS ST,10/15/2019,POINT (-79.9838666952551 40.4248502951331),-79.9838666952551,40.4248502951331
264,1.0,0 S 16TH ST,10/15/2019,POINT (-79.982408574091 40.4316982156518),-79.982408574091,40.4316982156518
265,0.0,100 N DITHRIDGE ST,10/15/2019,POINT (-79.9509146546268 40.4470426827169),-79.9509146546268,40.4470426827169
266,1.0,100 S 16TH ST,10/15/2019,POINT (-79.9830115102957 40.4284403865576),-79.9830115102957,40.4284403865576
267,0.0,200 ONEIDA ST,10/15/2019,POINT (-80.0203806953262 40.4353849866058),-80.0203806953262,40.4353849866058
268,2.0,200 FORT PITT,10/15/2019,POINT (nan nan),,
269,4.0,300 OAKLAND AVE,10/15/2019,POINT (-79.8667121080281 40.4118883880682),-79.8667121080281,40.4118883880682
270,2.0,300 S NEGLEY AVE,10/15/2019,POINT (-79.93276665232879 40.4606234074923),-79.9327666523288,40.4606234074923
271,9.8,500 FARNSWORTH ST,10/15/2019,POINT (-79.9416971061155 40.4234259343941),-79.9416971061155,40.4234259343941
272,2.0,500 BECKS RUN RD,10/15/2019,POINT (-79.97297426295469 40.4052308302696),-79.9729742629547,40.4052308302696
273,2.0,800 MAGINN ST,10/15/2019,POINT (-80.0194545168616 40.4681458165661),-80.0194545168616,40.4681458165661
274,10.9,800 STEUBEN ST,10/15/2019,POINT (-80.040474477195 40.4415692962909),-80.040474477195,40.4415692962909
275,1.59,1000 WELFER ST,10/15/2019,POINT (-79.93140855622271 40.425716009545),-79.9314085562227,40.425716009545
276,4.0,1000 MIRROR ST,10/15/2019,POINT (-79.9309120100236 40.4265054778027),-79.9309120100236,40.4265054778027
277,1.0,1200 W NORTH AVE,10/15/2019,POINT (-80.0223000257909 40.4526156987602),-80.0223000257909,40.4526156987602
278,0.0,1200 BELLEROCK ST,10/15/2019,POINT (-79.9294740961671 40.4443374288552),-79.9294740961671,40.4443374288552
279,8.16,1500 OAKDENE ST,10/15/2019,POINT (-79.8907275315423 40.4656054248336),-79.8907275315423,40.4656054248336
280,2.0,1500 HAWTHORNE ST,10/15/2019,POINT (-79.9342685793509 40.4849084568797),-79.9342685793509,40.4849084568797
281,1.0,2100 SARAH ST ,10/15/2019,POINT (-79.97611961525079 40.4274225846775),-79.9761196152508,40.4274225846775
282,1.0,2500 SIDNEY ST,10/15/2019,POINT (-79.9693079637272 40.4285059155499),-79.9693079637272,40.4285059155499
283,1.0,2800 STAYTON ST,10/15/2019,POINT (-80.0274044174637 40.4703626068083),-80.0274044174637,40.4703626068083
284,1.34,3100 JOSEPHINE ST,10/15/2019,POINT (-79.9648668591655 40.4219227801931),-79.9648668591655,40.4219227801931
285,1.0,3100 BEECHWOOD BLVD,10/15/2019,POINT (-79.92187868343839 40.4209997273782),-79.9218786834384,40.4209997273782
286,1.0,3200 JANE ST,10/15/2019,POINT (-79.96286005576 40.4217739688474),-79.96286005576,40.4217739688474
287,1.0,3200 RICHARDSON AVE,10/15/2019,POINT (-80.0354595956312 40.4745953130655),-80.0354595956312,40.4745953130655
288,6.5,3400 FLEMING AVE,10/15/2019,POINT (-80.0384072380447 40.4766576669177),-80.0384072380447,40.4766576669177
289,4.78,3700 PERRYSVILLE AVE,10/15/2019,POINT (-80.0157786771655 40.4862943366886),-80.0157786771655,40.4862943366886
290,12.8,3700 LIBERTY AVE,10/15/2019,POINT (-79.9617700606732 40.4618725473013),-79.9617700606732,40.4618725473013
291,1.0,3800 BIGELOW BLVD,10/15/2019,POINT (nan nan),,
292,1.0,4000 HOWLEY ST,10/15/2019,POINT (-79.957063478316 40.463759659661),-79.957063478316,40.463759659661
293,3.4,4000 CABINET ST,10/15/2019,POINT (-79.9559683412366 40.464053773903),-79.9559683412366,40.464053773903
294,1.0,4000 HOWLEY ST,10/15/2019,POINT (-79.957063478316 40.463759659661),-79.957063478316,40.463759659661
295,1.0,4300 LYDIA ST,10/15/2019,POINT (-79.9416976640087 40.4215183815129),-79.9416976640087,40.4215183815129
296,1.0,4300 PARKMAN AVE,10/15/2019,POINT (-79.9567447473832 40.4486361313528),-79.9567447473832,40.4486361313528
297,2.46,4600 HENRY ST,10/15/2019,POINT (-79.9483522325948 40.4462660516067),-79.9483522325948,40.4462660516067
298,3.99,4700 ELLSWORTH AVE,10/15/2019,POINT (-79.9471812811677 40.4481310549753),-79.9471812811677,40.4481310549753
299,1.11,4900 CENTRE AVE,10/15/2019,POINT (-79.9466311489537 40.4531350990495),-79.9466311489537,40.4531350990495
300,1.0,5200 COLUMBO ST,10/15/2019,POINT (-79.93899267260321 40.4688881391512),-79.9389926726032,40.4688881391512
301,1.0,5200 HOLMES ST,10/15/2019,POINT (-79.9521051455168 40.4789718723775),-79.9521051455168,40.4789718723775
302,1.0,5300 BEELER ST,10/15/2019,POINT (-79.9351931414184 40.4455779112209),-79.9351931414184,40.4455779112209
303,57.4,5400 AIKEN PL,10/15/2019,POINT (-79.9368264459667 40.4532990555231),-79.9368264459667,40.4532990555231
304,1.0,5400 NORMLEE PL,10/15/2019,POINT (-79.9363003536757 40.4419703593997),-79.9363003536757,40.4419703593997
305,1.0,5400 5TH AVE,10/15/2019,POINT (-79.9340068437758 40.4486928758455),-79.9340068437758,40.4486928758455
306,1.01,5500 HOBART ST,10/15/2019,POINT (-79.93025009754091 40.4319852087838),-79.9302500975409,40.4319852087838
307,1.0,5800 ELMER ST,10/15/2019,POINT (-79.9291665365915 40.454441836014),-79.9291665365915,40.454441836014
308,2.18,5900 HAMPTON ST,10/15/2019,POINT (-79.9206443153258 40.4738542003813),-79.9206443153258,40.4738542003813
309,4.83,5900 NICHOLSON ST,10/15/2019,POINT (-79.9203730790514 40.4313246194642),-79.9203730790514,40.4313246194642
310,1.0,6300 MORROWFIELD AVE,10/15/2019,POINT (-79.92252169761829 40.4275364537409),-79.9225216976183,40.4275364537409
311,1.0,6300 GLENVIEW PL,10/15/2019,POINT (-79.9158706347918 40.4697725689109),-79.9158706347918,40.4697725689109
312,3.13,6300 MORROWFIELD AVE,10/15/2019,POINT (-79.92252169761829 40.4275364537409),-79.9225216976183,40.4275364537409
313,7.24,6400 MONITOR ST,10/15/2019,POINT (-79.9195537612094 40.4250764915638),-79.9195537612094,40.4250764915638
314,1.0,6400 MONITOR ST,10/15/2019,POINT (-79.9195537612094 40.4250764915638),-79.9195537612094,40.4250764915638
315,1.97,6500 JACKSON ST,10/15/2019,POINT (-79.91211914284 40.4728296753193),-79.91211914284,40.4728296753193
316,2.12,6700 MCPHERSON BLVD,10/15/2019,POINT (-79.9105877317553 40.4554680099345),-79.9105877317553,40.4554680099345
317,11.7,7100 CARD LN,10/15/2019,POINT (-79.90433853806771 40.4489167339329),-79.9043385380677,40.4489167339329
318,1.46,7200 MOUNT VERNON ST,10/15/2019,POINT (-79.8943977906742 40.4611861034318),-79.8943977906742,40.4611861034318
319,1.0,7500 GRAYMORE RD,10/15/2019,POINT (-79.89880384232519 40.4429375331115),-79.8988038423252,40.4429375331115
320,1.0,7700 FORBES AVE,10/15/2019,POINT (-79.89561951968589 40.4394189123417),-79.8956195196859,40.4394189123417
321,1.04,0 DARLINGTON CT,10/8/2019,POINT (-79.9333463376898 40.4373110584685),-79.9333463376898,40.4373110584685
322,1.0,0 RICHEY AVE,10/8/2019,POINT (-80.01545545104911 40.4869923560933),-80.0154554510491,40.4869923560933
323,1.0,0 BAYARD RD,10/8/2019,POINT (-79.9429802997133 40.4533689020716),-79.9429802997133,40.4533689020716
324,0.0,100 GILDA AVE,10/8/2019,POINT (-79.9162811910648 40.4235285692647),-79.9162811910648,40.4235285692647
325,0.0,100 45TH ST,10/8/2019,POINT (-79.9618063797698 40.4740898910425),-79.9618063797698,40.4740898910425
326,10.0,100 N MILLVALE AVE,10/8/2019,POINT (-79.9453055725206 40.4656162192583),-79.9453055725206,40.4656162192583
327,0.0,200 N DALLAS AVE,10/8/2019,POINT (-79.9076167468077 40.4526788486779),-79.9076167468077,40.4526788486779
328,0.0,200 SIEGEL ST,10/8/2019,POINT (-79.9772544514185 40.4820914382679),-79.9772544514185,40.4820914382679
329,2.0,200 OLYMPIA ST,10/8/2019,POINT (-80.0167144242143 40.4345376377808),-80.0167144242143,40.4345376377808
330,2.0,300 LANG,10/8/2019,POINT (nan nan),,
331,1.0,300 PAXTON PL,10/8/2019,POINT (-79.961888596308 40.4638857687391),-79.961888596308,40.4638857687391
332,0.0,300 44TH ST,10/8/2019,POINT (-79.95789212963329 40.4698865586234),-79.9578921296333,40.4698865586234
333,0.0,400 KIRK AVE,10/8/2019,POINT (-79.9769785010278 40.391283109449),-79.9769785010278,40.391283109449
334,1.0,500 N NEVILLE ST,10/8/2019,POINT (-79.9484421810583 40.4503051240556),-79.9484421810583,40.4503051240556
335,18.1,500 LLOYD ST,10/8/2019,POINT (-79.9075841753446 40.4466603629391),-79.9075841753446,40.4466603629391
336,0.0,600 ELMBANK ST,10/8/2019,POINT (-80.01612581430631 40.3992757558766),-80.0161258143063,40.3992757558766
337,8.0,700 N BEATTY ST,10/8/2019,POINT (-79.9226308349522 40.4686424040509),-79.9226308349522,40.4686424040509
338,13.0,800 LONG ST,10/8/2019,POINT (-79.97383628688441 40.4884652576571),-79.9738362868844,40.4884652576571
339,2.0,900 DELEVAN ST,10/8/2019,POINT (-79.9317918264519 40.4230571133967),-79.9317918264519,40.4230571133967
340,16.5,1000 JANCEY ST,10/8/2019,POINT (-79.9305983273819 40.4761469132106),-79.9305983273819,40.4761469132106
341,0.0,1000 NORTH AVE,10/8/2019,POINT (-79.878379143828 40.4433130319656),-79.878379143828,40.4433130319656
342,0.0,1100 WOODBINE ST,10/8/2019,POINT (-79.9414047793116 40.4781263544906),-79.9414047793116,40.4781263544906
343,0.0,1200 JUNIATA ST,10/8/2019,POINT (-80.0235030506127 40.4573591964422),-80.0235030506127,40.4573591964422
344,2.0,1200 GOODMAN ST,10/8/2019,POINT (-79.90401894790369 40.4186832901715),-79.9040189479037,40.4186832901715
345,1.0,1400 ROCKLAND AVE,10/8/2019,POINT (-80.0203831721159 40.4129851967168),-80.0203831721159,40.4129851967168
346,0.0,1400 DALELAND AVE,10/8/2019,POINT (nan nan),,
347,2.0,1500 COOPER AVE,10/8/2019,POINT (-80.03847861577761 40.4836761457013),-80.0384786157776,40.4836761457013
348,5.0,1800 JANCEY ST,10/8/2019,POINT (-79.9265925301748 40.486086992406),-79.9265925301748,40.486086992406
349,2.0,1900 S 18TH ST,10/8/2019,POINT (-79.9794899701825 40.4246386283818),-79.9794899701825,40.4246386283818
350,1.0,2700 5TH AVE,10/8/2019,POINT (-79.8327922449318 40.3565983232347),-79.8327922449318,40.3565983232347
351,1.0,3000 WIGGINS ST,10/8/2019,POINT (-79.9697260008426 40.4572179430769),-79.9697260008426,40.4572179430769
352,8.3,3400 MELWOOD AVE,10/8/2019,POINT (-79.9625385763072 40.4583854390457),-79.9625385763072,40.4583854390457
353,1.0,3700 BRIGHTON RD,10/8/2019,POINT (-80.0351947539782 40.4832465545571),-80.0351947539782,40.4832465545571
354,12.9,3700 MCCLURE AVE,10/8/2019,POINT (-80.0368917249917 40.4832871441107),-80.0368917249917,40.4832871441107
355,4.45,3700 MINTWOOD ST,10/8/2019,POINT (-79.9618127382731 40.4634258796203),-79.9618127382731,40.4634258796203
356,1.71,3900 FRANKLIN RD,10/8/2019,POINT (-80.0183736123263 40.4906714673589),-80.0183736123263,40.4906714673589
357,55.1,4000 SAINT JOHNS WAY,10/8/2019,POINT (-79.9616233128349 40.4687105880583),-79.9616233128349,40.4687105880583
358,1.0,4500 STANTON AVE,10/8/2019,POINT (-79.9393109351478 40.4813816510732),-79.9393109351478,40.4813816510732
359,6.28,4500 WERTZ WAY,10/8/2019,POINT (-79.9535183856318 40.4602933921167),-79.9535183856318,40.4602933921167
360,1.0,4500 ROSINA WAY,10/8/2019,POINT (nan nan),,
361,1.0,4700 STANTON AVE,10/8/2019,POINT (-79.9365517019441 40.4808036946617),-79.9365517019441,40.4808036946617
362,8.81,4700 CORDAY WAY,10/8/2019,POINT (-79.9493453728125 40.4622414080893),-79.9493453728125,40.4622414080893
363,13.2,4700 YEW ST,10/8/2019,POINT (nan nan),,
364,4.65,4900 COMRIE WAY,10/8/2019,POINT (-79.9446217854146 40.4648762954432),-79.9446217854146,40.4648762954432
365,1.0,5200 DRESDEN WAY,10/8/2019,POINT (-79.9540824951326 40.4803588262417),-79.9540824951326,40.4803588262417
366,1.0,5200 CARNEGIE ST,10/8/2019,POINT (-79.953465442805 40.4798639809711),-79.953465442805,40.4798639809711
367,42.6,5400 FRIENDSHIP AVE,10/8/2019,POINT (-79.93717929411351 40.4616985180851),-79.9371792941135,40.4616985180851
368,1.32,5400 HAYS ST,10/8/2019,POINT (nan nan),,
369,11.7,5500 PHILLIPS AVE,10/8/2019,POINT (-79.9297980660313 40.4309511436976),-79.9297980660313,40.4309511436976
370,1.04,5500 BEACON ST ,10/8/2019,POINT (-79.930384652876 40.433524732232),-79.930384652876,40.433524732232
371,1.0,5500 COVODE ST,10/8/2019,POINT (-79.9302822342672 40.4313006141951),-79.9302822342672,40.4313006141951
372,1.0,5700 CENTRE AVE,10/8/2019,POINT (-79.9334584358416 40.4570078175111),-79.9334584358416,40.4570078175111
373,1.0,5700 PHILLIPS AVE,10/8/2019,POINT (-79.9249504409532 40.4318558111905),-79.9249504409532,40.4318558111905
374,1.0,5800 ELLSWORTH AVE,10/8/2019,POINT (-79.93043454411649 40.4558495971332),-79.9304345441165,40.4558495971332
375,1.0,5900 BEACON ST,10/8/2019,POINT (-79.9201380282193 40.4348868055583),-79.9201380282193,40.4348868055583
376,1.0,7100 CHURCHLAND ST,10/8/2019,POINT (-79.896787965938 40.4710629506801),-79.896787965938,40.4710629506801
377,1.0,7500 CARRIAGE LN,10/8/2019,POINT (-79.898846356064 40.4425467806616),-79.898846356064,40.4425467806616
378,3.2,4000 WINTERBURN AVE,8/27/2019,POINT (-79.9395787485321 40.4256960046146),-79.9395787485321,40.4256960046146
379,1.21,0 SHADYSIDE LN,8/26/2019,POINT (-79.94173749643009 40.4508852516745),-79.9417374964301,40.4508852516745
380,5.29,0 WYOMING ST,8/26/2019,POINT (-80.0063885833116 40.4308372726213),-80.0063885833116,40.4308372726213
381,22.6,100 KENOVA ST,8/26/2019,POINT (-80.0043154122652 40.425895859542),-80.0043154122652,40.425895859542
382,1.0,100 DENNISTON AVE ,8/26/2019,POINT (nan nan),,
383,1.0,100 44TH ST,8/26/2019,POINT (-79.962813878071 40.4734812257689),-79.962813878071,40.4734812257689
384,1.86,100 MAPLE TER,8/26/2019,POINT (-80.0083688283809 40.4321026103938),-80.0083688283809,40.4321026103938
385,4.36,100 S 16TH ST,8/26/2019,POINT (-79.9830115102957 40.4284403865576),-79.9830115102957,40.4284403865576
386,0.0,100 LOCARNA WAY,8/26/2019,POINT (-79.9620162510041 40.4734882516335),-79.9620162510041,40.4734882516335
387,2.0,100 45TH ST,8/26/2019,POINT (-79.9618063797698 40.4740898910425),-79.9618063797698,40.4740898910425
388,8.0,200 MARLOW ST,8/26/2019,POINT (-80.0384197633977 40.4438031678609),-80.0384197633977,40.4438031678609
389,1.0,200 S FAIRMOUNT ST,8/26/2019,POINT (-79.9338035844663 40.4623273779469),-79.9338035844663,40.4623273779469
390,0.0,200 S LINDEN AVE,8/26/2019,POINT (-79.9115787094118 40.4518552129308),-79.9115787094118,40.4518552129308
391,1.0,200 MOORE AVE,8/26/2019,POINT (-79.9905172275041 40.4115347163142),-79.9905172275041,40.4115347163142
392,0.0,200 TAYLOR ST,8/26/2019,POINT (-79.8030654382115 40.3788845765054),-79.8030654382115,40.3788845765054
393,1.0,200 GRANDVIEW AVE,8/26/2019,POINT (-80.0082427809854 40.4322231474091),-80.0082427809854,40.4322231474091
394,2.0,200 39TH ST,8/26/2019,POINT (-79.963484001312 40.4671367544924),-79.963484001312,40.4671367544924
395,11.0,300 JACKSONIA ST,8/26/2019,POINT (-80.01065784134001 40.4578626612722),-80.01065784134,40.4578626612722
396,0.0,300 S FAIRMOUNT ST,8/26/2019,POINT (-79.9344602666647 40.4612583762274),-79.9344602666647,40.4612583762274
397,0.0,300 SWEETBRIAR ST,8/26/2019,POINT (-80.02211734753389 40.4373122524625),-80.0221173475339,40.4373122524625
398,4.0,300 LINCOLN AVE,8/26/2019,POINT (-80.0827304180735 40.4045322252845),-80.0827304180735,40.4045322252845
399,0.0,300 POPLARGROVE ST,8/26/2019,POINT (-79.9825364808885 40.3972189518881),-79.9825364808885,40.3972189518881
400,7.0,300 MARSONIA ST,8/26/2019,POINT (-80.0064373657425 40.4641530203206),-80.0064373657425,40.4641530203206
401,2.0,400 S HIGHLAND AVE,8/26/2019,POINT (-79.9254681258967 40.4537841366819),-79.9254681258967,40.4537841366819
402,2.5,400 JACKSONIA ST,8/26/2019,POINT (-80.0116503082433 40.4576573497719),-80.0116503082433,40.4576573497719
403,5.0,400 S GRAHAM ST,8/26/2019,POINT (-79.9370521348156 40.4593169417188),-79.9370521348156,40.4593169417188
404,2.0,400 SUSANNA CT,8/26/2019,POINT (-79.9408297165842 40.418001482878),-79.9408297165842,40.418001482878
405,2.0,400 ZARA ST,8/26/2019,POINT (-79.9953136436738 40.4155398305617),-79.9953136436738,40.4155398305617
406,3.0,400 S FAIRMOUNT ST,8/26/2019,POINT (-79.93569836335369 40.4591443771821),-79.9356983633537,40.4591443771821
407,2.0,400 COVENTRY RD,8/26/2019,POINT (-79.9447298080337 40.4521118737369),-79.9447298080337,40.4521118737369
408,2.0,500 LORETTO RD,8/26/2019,POINT (-79.93922487613879 40.4207802289033),-79.9392248761388,40.4207802289033
409,2.0,600 PAULSON AVE,8/26/2019,POINT (-79.9098799380031 40.4647499895898),-79.9098799380031,40.4647499895898
410,2.0,600 KENDALL ST,8/26/2019,POINT (-79.9484667507429 40.48162749656),-79.9484667507429,40.48162749656
411,2.0,600 OLYMPIA RD,8/26/2019,POINT (-80.0174307200781 40.4295158749598),-80.0174307200781,40.4295158749598
412,7.0,600 MELLON ST,8/26/2019,POINT (-79.926654841904 40.4686812117692),-79.926654841904,40.4686812117692
